timestamp,lip_state,blink_count,blink_per_min,confidence
2026-01-29T20:46:45.133471,lip_calm,0,,0.0
2026-01-29T20:46:47.133340,lip_calm,0,,0.0
2026-01-29T20:46:49.133526,lip_calm,0,,0.0
2026-01-29T20:46:51.134754,lip_calm,0,,0.0
2026-01-29T20:46:55.135958,lip_calm,0,,0.0
2026-01-29T20:46:57.130613,lip_calm,0,,0.0
2026-01-29T20:46:59.135075,lip_calm,0,,0.0
2026-01-29T20:47:01.147298,lip_calm,0,,0.0
2026-01-29T20:47:03.144106,lip_calm,0,,0.0
2026-01-29T20:47:05.130819,lip_calm,0,,0.0
2026-01-29T20:47:09.143238,lip_calm,0,,0.0
2026-01-29T20:47:11.135540,lip_calm,0,,0.0
2026-01-29T20:47:13.133384,lip_calm,0,,0.0
2026-01-29T20:47:15.133619,lip_calm,0,,0.0
2026-01-29T20:47:17.132658,lip_calm,0,,0.0
2026-01-29T20:47:19.133283,lip_calm,0,,0.0
2026-01-29T20:47:21.132494,lip_calm,0,,0.0
2026-01-29T20:47:23.130412,lip_calm,0,,0.0
2026-01-29T20:47:25.131480,lip_calm,0,,0.0
2026-01-29T20:47:27.139770,lip_calm,0,,0.0
2026-01-29T20:47:29.142482,lip_calm,0,,0.0
2026-01-29T20:47:31.140672,lip_calm,0,,0.0
2026-01-29T20:47:33.134191,lip_calm,0,,0.0
2026-01-29T20:47:35.133428,lip_calm,0,,0.0
2026-01-29T20:47:37.139844,lip_calm,0,,0.0
2026-01-29T20:47:39.143133,lip_calm,0,,0.0
2026-01-29T20:47:41.135440,lip_calm,0,,0.0
2026-01-29T20:47:43.132216,lip_calm,0,,0.0
2026-01-29T20:47:45.137923,lip_calm,0,,0.0
2026-01-29T20:47:49.132898,lip_calm,0,,0.0
2026-01-29T20:47:51.132715,lip_calm,0,,0.0
2026-01-29T20:47:53.137947,lip_calm,0,,0.0
2026-01-29T20:47:55.132187,lip_calm,0,,0.0
2026-01-29T20:48:03.137048,lip_calm,0,,0.0
2026-01-29T20:48:05.141370,lip_calm,0,,0.0
2026-01-29T20:48:07.132100,lip_calm,0,,0.0
2026-01-29T20:48:09.138008,lip_calm,0,,0.0
2026-01-29T20:48:13.140585,lip_calm,0,,0.0
